-10 255
0.68456	255.00000
10.61074	255.00000
20.61074	255.00000
30.61074	255.00000
40.61074	255.00000
85.91275	255.00000
87.96645	250.35425
89.33557	244.67612
90.02013	238.99797
92.07382	232.28745
94.46980	224.02834
97.20805	212.15587
99.26174	203.89676
102.00000	194.08907
104.73826	183.76518
106.79195	181.18420
109.87248	177.57085
112.26846	173.95749
115.69128	168.27936
121.16779	159.50404
123.56376	156.40688
128.35570	148.14777
132.46309	142.46964
136.57047	139.37247
139.65100	134.21053
144.78523	128.53239
147.18121	123.37045
150.26175	119.75709
154.36913	116.65992
158.47652	110.98178
162.24161	102.72267
164.63759	96.52834
168.06041	89.30162
171.82550	84.13968
175.93289	80.01012
180.04027	80.01012
184.14764	83.62348
187.91275	88.26923
191.67786	97.04453
195.44295	105.81984
198.86577	117.17612
202.28859	129.56477
204.68457	140.92105
208.79195	153.30972
211.87248	167.24696
214.26846	180.15182
217.00671	194.60527
220.42953	209.05870
222.48322	222.47975
225.90604	236.93320
228.64430	246.74089
229.32886	252.93523
231.38255	255.00000
236.17450	255.00000
241.65100	255.00000
246.78523	255.00000
251.57718	255.00000
253.28859	255.00000
265 255
